,Channel Name,Video Name,URL
31,The Rogue Droner,WHITE SHARK STALKS KIDS - Shark Drone Footage,https://www.youtube.com/watch?v=VrXp_PHUOUI
32,The Rogue Droner,WHITE SHARK HUNTS 3 TOURISTS - Shark Drone Footage,https://www.youtube.com/watch?v=Ij8D1Xcn4CM
33,The Rogue Droner,WHITE SHARK STALKS BODYBOARDERS - Shark Drone Footage,https://www.youtube.com/watch?v=iAu0Y5nsCiU
34,YBS Youngbloods,Amazing GREAT WHITE SHARK Drone Footage & Catching Giant Mackerel In My Back Yard - Ep 226,https://www.youtube.com/watch?v=xoImiShZeYg
35,b/60,Florida Surfer Shoots Drone Footage of Shark Frenzy Near Shoreline in Crazy Video,https://www.youtube.com/watch?v=DiJ9T_soCw0
36,Dogtooth Media,Drone Footage Shows Diver Fending Off Shark || Dogtooth Media,https://www.youtube.com/watch?v=uF8FJxIB_c4
37,Gustav Schlechter,"GREAT WHITE SHARKS IN SHALLOW WATER! Plettenberg Bay, South Africa [Drone footage]",https://www.youtube.com/watch?v=gBlnbH6lStA
38,YBS Youngbloods,"SHARK VS CROCODILE!! (Amazing Drone Footage) Fishing For A $1,000,000 Barramundi - Ep 140",https://www.youtube.com/watch?v=oL0DkSkCyGc
39,FOX 5 San Diego,Incredible Drone Video Shows Great White Sharks In Del Mar,https://www.youtube.com/watch?v=DVLJZQ5AXDI
40,CBS Miami,Drone Footage Captures Shark Swimming Near Florida Man's Children,https://www.youtube.com/watch?v=qrI2w3gEuLQ
41,Santa Cruz Sentinel,Pleasure Point great white shark drone footage,https://www.youtube.com/watch?v=RUu7FFe3Hoc
42,CBS 8 San Diego,"Drone footage of sharks in Del Mar, San Diego - Sept 10 and 11, 2021",https://www.youtube.com/watch?v=NDn9uh8PNc8
43,ABC7,Drone shows shark coming close to swimmers at Western Australia beach,https://www.youtube.com/shorts/l__rHKG3-Ek
44,CGTN,Drone footage shows hundreds of sharks swimming meters from shore,https://www.youtube.com/watch?v=FcpLyy631eE
45,Stab: We like to surf,Great White Sharks Swim Underneath Surfers In San Diego | Drone Footage by @Scott_fairchild,https://www.youtube.com/watch?v=T25XY_RhGmY
46,South Fork Salt,Hamptons Sharks Attacking Bunker Near Shore- July 2019 Drone Footage,https://www.youtube.com/watch?v=CgzWWqFowC4
47,Black Manta Photography,GREAT WHITE SHARKS & ELEPHANT SEALS | DRONE FOOTAGE,https://www.youtube.com/watch?v=TG7FOMikD1w
48,The Rogue Droner,WHITE SHARK vs. BEACH FISHERMEN - Shark Drone Footage,https://www.youtube.com/watch?v=lx9EPzmgNno
49,Reuters,Drone footage shows shark sizing up surfer in Australia,https://www.youtube.com/watch?v=ojCqn49FUN4
50,The Rogue Droner,White Shark Hunts Preschool Kids - Shark Drone Footage,https://www.youtube.com/watch?v=PlyMeA1__tY
51,STINGRAY FPV,GREAT WHITE SHARKS CLOSE TO SHORE - FPV DRONE SHARK FOOTAGE,https://www.youtube.com/watch?v=Ktj_Uqfnwbc
52,MSH NEWS,Chilling drone footage of massive 20ft Great White shark stalking tiny boat,https://www.youtube.com/watch?v=1VS3b1CuNq8
53,Living in Paradise,"4K Drone: Shark Pit - Lahaina, Maui - Hawaii",https://www.youtube.com/watch?v=43jyOv4BSiM
54,FOX 35 Orlando,Drone video: Lone shark quietly swims by unsuspecting swimmers at Florida beach,https://www.youtube.com/watch?v=d6nIUqxf8dk
55,CBS Mornings,Drone video captures human encounters with great white sharks off Southern California coast,https://www.youtube.com/watch?v=VceDyO_F-Q0
56,OS Attack - Attack of the Operating Systems,Drone Captures Tiger Shark Feeding Frenzy on Whale in Australia (Full Video),https://www.youtube.com/watch?v=S8GG2tQrMdk
57,10 Tampa Bay,Shiver of sharks captured on drone video at Cocoa Beach,https://www.youtube.com/watch?v=Dbw2WUACPSk
58,Noah Jones Drones,Sharks Swim Dangerously Close to Tourists on Orange Beach - HQ Drone Video - DJI Mini II,https://www.youtube.com/watch?v=wnNAoWED8UE
59,RM Videos,Paddleboarder Nearly Hits Shark! Drone Footage,https://www.youtube.com/watch?v=0kz0Ai_DHgg
60,BlacktipH,Giant Hammerhead Sharks Hunting Blacktip Sharks - 4K,https://www.youtube.com/watch?v=hgBhlu2p70w
61,Hamptons Drone Images Joanna L Steidle,Shark & Menhaden - Hamptons Drone 4K Footage,https://www.youtube.com/watch?v=sha1-XVUVto
62,CBS Mornings,Drone video captures human encounters with great white sharks off Southern California coast,https://www.youtube.com/watch?v=4VdWG9Xz6UM
63,ABC Australia,Shark feeding frenzy off Australian coast 🐋🦈 | Animals | ABC Australia,https://www.youtube.com/watch?v=W7v7o0e3WUY
64,9 News Australia,Sydney beach closed after 15 sharks spotted by drone | 9 News Australia,https://www.youtube.com/watch?v=RP3Ec8gAtB8
65,BlacktipH,Giant Hammerhead Sharks Hunting Blacktip Sharks 3,https://www.youtube.com/watch?v=Up-XFz1b-jo
66,KHON2 News,Shark captured in drone video in area of woman’s Big Island shark bite,https://www.youtube.com/watch?v=u75gK2JoTwE
67,A Country Somewhere,"Cebu Philippines Drone Footage Waterfalls to Ocean - Whale Sharks, Chocolate Hills",https://www.youtube.com/watch?v=qH1xHIBUXKA
68,KPIX CBS SF Bay Area,Drone Video Shows Great White Sharks Swim Among SoCal Beachgoers,https://www.youtube.com/watch?v=7sSLD-zFc_c
69,First Coast News,"Drone footage shows whale shark swimming off the coast of Stuart Beach, FL",https://www.youtube.com/watch?v=We0Nd4zonzs
70,Brendan Buckley,"Great White Sharks Close to Beach // Cape Cod, MA // 4K Drone Footage",https://www.youtube.com/watch?v=9NkZPdRlVw0
71,NSW Department of Primary Industries | Fisheries,NSW Drone Shark Detection,https://www.youtube.com/watch?v=z007p-8e_QA
72,TAPP Channel,Shark Drone Video Captured In Florida,https://www.youtube.com/watch?v=ThCX0U4aKpc
73,TODAY,Drone Video Captures Great White Sharks Along California Coast | TODAY,https://www.youtube.com/watch?v=oap5KbiTFJw
74,FOX 35 Orlando,Video: Drone spots hundreds of sharks swimming near shore of Florida beach,https://www.youtube.com/watch?v=KwTIqLiHkNg
75,ABC7,Juvenile great white sharks spotted off Pacific Palisades coast in drone footage | ABC7,https://www.youtube.com/watch?v=QxfchlC2Hqc
76,Think Americana,Drone Cameraman Saves Young Boy Who Was Being Circled By Four Sharks - VIDEO,https://www.youtube.com/watch?v=9DnDFjuRPJg
77,CBS Miami,WEB EXTRA Drone Video Shows Swimmers' Close Encounter With Sharks,https://www.youtube.com/watch?v=wae8So_oEIc
78,Crazy Nature,GREAT WHITE SHARK Encounters Surfers 2 Drone Protection,https://www.youtube.com/watch?v=s7N3Yp53R54
79,CBS Mornings,Unsettling drone video shows surfer's close encounter with massive shark,https://www.youtube.com/watch?v=1By80fwjaKc
80,Sailing Doodles,Chumming for Sharks - Humpback Whale Drone Footage - S2:E24,https://www.youtube.com/watch?v=xSR5N7Ket08
81,Daily News Videos,"There is now drone video of it, as killer whales kill great white sharks",https://www.youtube.com/shorts/SQOI0spAoYg
82,WKMG News 6 ClickOrlando,Drone video shows herd of sharks swim along Cocoa Beach,https://www.youtube.com/watch?v=EiXc6oVY6LY
83,WPTV News - FL Palm Beaches and Treasure Coast,Drone video of Sharks close to shore New Smyrna Beach,https://www.youtube.com/watch?v=Q4alDOG_EGM
84,Surfline,Drone Footage of Great White Sharks in Capo Beach on May 2nd,https://www.youtube.com/watch?v=o6vrZx8rPNs
85,KCAL News,Drone Video: Great White Sharks Off California's Coast Are More Common Than You Think,https://www.youtube.com/watch?v=44ddU6r_bYI
86,Little Boy From Taiwan,Shark Fin Cove | Drone Footage 4K,https://www.youtube.com/watch?v=LXWxEAcIEio
87,Masih Mozayan,"Caspersen Beach Infested with Sharks very close to shore, Caught with drone,Venice FL",https://www.youtube.com/watch?v=j-L7Xba8PBc
88,7NEWS Australia,Teenager using a drone spots great white shark near swimmers at NSW beach | 7NEWS,https://www.youtube.com/watch?v=0jsitY4E864
89,Ceebz Gerard,Baitball Being Attacked by Sharks off Ft Lauderdale Beach - DRONE FOOTAGE,https://www.youtube.com/watch?v=_sZa3_K5fv8
90,The Inertia,Drone Captures Great White Shark Swimming By Surfer Just Outside the Lineup,https://www.youtube.com/watch?v=NwK_UlG-d4E
91,KENS 5: Your San Antonio News Source,Drone video shows Great White Sharks swimming among people,https://www.youtube.com/watch?v=JpWcmTbQkTE
92,MJ VISUAL MEDIA,"Shark footage from the MJ Visual Media drone at Evans Head, NSW, Australia.",https://www.youtube.com/watch?v=dRu4fKBo-aY
93,ABC7,Drone video shows great white sharks swimming just off the coast of Ventura County beach | ABC7,https://www.youtube.com/watch?v=S8ur5BeGpNU
94,Todd Vendituoli,Hurricane Irma and Shark Drone Footage-Todd Vendituoli-LIFE in Eleuthera #398,https://www.youtube.com/watch?v=8jAOOd__24g
95,CBSDFW,Drone Catches Shark Near Unaware Swimmers,https://www.youtube.com/watch?v=jboPBNkjNdQ
96,JTC FILMS,Shark Drone Video Off Beach in South Florida,https://www.youtube.com/watch?v=TEVqmoySLiU
97,Associated Press,Surfer avoids shark after alert from drone user,https://www.youtube.com/watch?v=Q_7E8XxElCI
98,NewsNation,"Drone footage captures dozens of sharks feeding, jumping off Florida coast",https://www.youtube.com/watch?v=X-8FhiMskwE
99,Basking Shark Scotland,Basking Shark Scotland - Amazing drone footage of big basking shark aggregation,https://www.youtube.com/watch?v=QXKyvddKz8s
100,Karagander,Drone footage captures tiger shark swimming close to beachgoers #shorts,https://www.youtube.com/watch?v=GWfSgDiYAFg
101,The Kim Komando Show,Florida dad saves his kids from a shark using drone footage | Great Calls from The Kim Komando Show,https://www.youtube.com/watch?v=vfjHW5_yJ8I
102,CBS Boston,Drone Video Of Shark Prompts Closure Of Cape Cod Beach,https://www.youtube.com/watch?v=K6NCfGVLRWM
103,Never Unpacking,Amazing drone footage of the sharks over La Jolla shores beach.,https://www.youtube.com/shorts/BazRy8DfTd0
104,Maui Now,Drone Captures Video of Shark Following Saturday's Incident in Big Island Waters,https://www.youtube.com/watch?v=uYmAydrhfuk
105,CLEARSKIESTV,Drone films a shark swimming under Australian surfers | DJI MAVIC | Amazing 4k Drone Footage | Kiama,https://www.youtube.com/watch?v=_JBuDYeyJXw
106,Wonderbot Animals,A Guy Was Flying His Drone Over The Ocean When The Footage Revealed Sharks Closing In On A Child,https://www.youtube.com/watch?v=cNG0c_vF-a4
107,Globe Lite,Shark vs Dolphins ~ drone view 🦈🐬,https://www.youtube.com/watch?v=VvQppH7Eu9g
108,The Jimmy Dore Show,Drone Video Captures False Killer Whales Chasing A Shark,https://www.youtube.com/watch?v=YiisjklVzg0
109,WKMG News 6 ClickOrlando,Cool drone video shows black tip shark migration off Singer Island,https://www.youtube.com/watch?v=vLwn77bXT7Y
110,Sam Lenz,Shark Encounter Drone Footage Northern NSW,https://www.youtube.com/watch?v=J3XUxBU2LP4
111,My first vlog Travel Guide,Dangerous Shark 🦈 #shorts #viral #trending #youtubeshorts #shortvideo,https://www.youtube.com/shorts/oyD1SF32qhk
112,NSW Department of Primary Industries | Fisheries,Know your sharks from the air - identification tool for drone pilots,https://www.youtube.com/watch?v=nxh2Pp5gq3k
113,Caitlin Reyna,New Drone shark footage,https://www.youtube.com/watch?v=pCtvdvo24Cs
114,Dive with Passion,Trident Underwater Drone - Shark Encounter,https://www.youtube.com/watch?v=FJ_Qi4VJ0qk
115,Reuters,Drone films swimmer passing over shark,https://www.youtube.com/watch?v=A9ru3sN3AZM
116,FOX 35 Orlando,Drone captures shark lurking close to family,https://www.youtube.com/watch?v=UTz5qFteP2U
117,Mediocre Outdoors,6+ foot bull shark in Leonardtown Md Potomac River drone footage,https://www.youtube.com/watch?v=ItrL2qilEmM
118,Storyful Viral,Drone Captures School of Blacktip Sharks Near Florida's Singer Island,https://www.youtube.com/watch?v=wYw8IqmmPxk
119,OCEARCH,Drone Spots One of Our Tagged Great White Sharks,https://www.youtube.com/watch?v=X-4luazq5Vo
120,ABC,5 Sharks Strike a Deal with xCraft Drones - Shark Tank,https://www.youtube.com/watch?v=OppAElJMWpA
121,"KSC | Knowledge,Science,Culture Everyday .",A Guy Was Flying His Drone Over The Ocean When The Footage Revealed Sharks Closing In On A Child,https://www.youtube.com/watch?v=xvuG_raauFw
122,ATU Galway City,"Drone footage of basking sharks off the Co Clare coast (Dr Simon Berrow, GMIT)",https://www.youtube.com/watch?v=QJPloXD80tY
123,KUSI News,Paul Hibberd shares Del Mar Shark drone footage,https://www.youtube.com/watch?v=igxeYFrOacc
124,KUSI News,"Drone video captures Great White Shark in shallow waters of Del Mar, CA, just five feet from surfers",https://www.youtube.com/watch?v=PtR2MCxex8Q
125,Martin Del Vecchio,4K Drone Video: The Bass Rocks Basking Sharks,https://www.youtube.com/watch?v=4LVl7kGCPG0
126,National Geographic,Great White Shark Bites Down on a Submarine Drone | National Geographic,https://www.youtube.com/watch?v=4UZqB5xfYVg
127,Peter Kragh,"Drone video of whales, sharks and poppy bloom",https://www.youtube.com/watch?v=883HCVqGPRo
128,Sleep Vibezzz,Incredible drone footage of sharks in water with a diver by saaidh.mv #shorts #drone #relaxing,https://www.youtube.com/shorts/EHlmjO4JoNw
129,CBS 8 San Diego,Drone photographer captures juvenile white sharks and surfers coexisting in Del Mar,https://www.youtube.com/watch?v=O-JDtA-vKr4
130,WESH 2 News,Incredible drone video shows at least 8 sharks in shallow water off Ponce Inlet,https://www.youtube.com/watch?v=tJFqrBqj8qs
131,Ryan De Seixas,Sharks Cove on Oahu's North Shore LIVE from the Drone.,https://www.youtube.com/watch?v=-O18LR9mN28
132,RTÉ News,Drone footage shows amazing encounter with basking sharks off Co Clare coast,https://www.youtube.com/watch?v=j16ry5LTg9I
133,DroningON,DJI DRONE saves SURFER from SHARK ATTACK in Australia (NSW)!,https://www.youtube.com/watch?v=cSSZdYZLp90
134,Coolabah Capital Search & Rescue Drone,Coolabah Capital Search & Rescue Drone stopping potential shark attack,https://www.youtube.com/watch?v=l44eoADkwHw
135,Trending Awesome,Phillip Island - Sharks Patrolling Whale Carcass washed up at Forrest Caves - Drone Footage,https://www.youtube.com/watch?v=8l-IAdnhDAA
136,WCVB Channel 5 Boston,Drone video captures great white shark near seals off Truro,https://www.youtube.com/watch?v=zMrkIRq9y5A
137,James,Stunning drone footage of a basking shark in clear Scottish waters,https://www.youtube.com/watch?v=_lwAZxEe6dw
138,8 News NOW Las Vegas,Drone video shows sharks feeding on schools of fish,https://www.youtube.com/watch?v=5npTn7rSbjY
139,SharkManDan,Great white shark - stunning drone footage in South Africa,https://www.youtube.com/watch?v=s5Bltg2iG0o
140,Lalit Naval Travel Food Shorts Vlogs,"Scary Sound of Blue Whale Shark, Baby Shark, Drone Footage #shorts #whale",https://www.youtube.com/shorts/mME44nWCW1A
141,Pam Pam TV,Drone Footage Sardines 2021 | South Africa | Sardine Run | Sharks Released,https://www.youtube.com/watch?v=sre6O2QIvbQ
142,FishThenRide,Shark Drone Footage inches from 8ft Mako Shark,https://www.youtube.com/watch?v=ZIkqN5jylTg
143,MKH,Reacting to shark drone footage in Australia. Shark stalking surfers!,https://www.youtube.com/watch?v=lAg9up8BMyc
144,The Rogue Droner,White Shark Hunts Beach Walkers - Shark Drone Footage,https://www.youtube.com/watch?v=Ka7aKbDuEHs
145,ABC Australia,"Shark filmed circling surfers at Plettenberg Bay, South Africa | ABC Australia",https://www.youtube.com/watch?v=DAGiplGPqZo
146,Black Manta Photography,GREAT WHITE SHARK | DRONE FOOTAGE,https://www.youtube.com/watch?v=QcCzrpKUYuo
147,CBS 8 San Diego,Drone video: Leopard sharks swimming near La Jolla Shores with swimmers trying to get a closer look,https://www.youtube.com/watch?v=57ehBgA6SRg
148,CBS 8 San Diego,10-year-old boys drone spots great white shark off coast in Del Mar,https://www.youtube.com/watch?v=16k3mA_V9n8
149,FLYT,Feeding Sea Lions Eat Shark! Filmed with a Drone,https://www.youtube.com/watch?v=1pvQMDeDcgc
150,The Rogue Droner,White Shark Swims Close To Beach - Drone Footage,https://www.youtube.com/watch?v=R_Yha0PUPBs
151,Discovery,Drone Captures Epic Shark Breach! | Shark Week,https://www.youtube.com/watch?v=6tAFZDrjsSA
152,Viewpro Ltd,Flight testing video of long range blue shark F350 vtol drone with 3.5m wingspan,https://www.youtube.com/watch?v=HIjuANjRzSc
153,National Geographic,Sky Sharks: Shark Surveillance | SharkFest | National Geographic,https://www.youtube.com/watch?v=UnqNlLXFKs4
154,Good Morning America,Shark Feeding Frenzy on Dead Humpback Whale [Drone Video],https://www.youtube.com/watch?v=bZsdIxjeh3k
155,News Leak,Hundreds of sharks swim together off coast in incredible drone footage,https://www.youtube.com/watch?v=pxafH_xGUaQ
156,Evening Standard,Drone captures great white shark circling within inches of Australian surfer in chilling encounter,https://www.youtube.com/watch?v=OnCE-b_TYwQ
157,BlacktipH,Drone Fishing for Sharks,https://www.youtube.com/watch?v=xhYZQBL_z9w
158,James Mc Carthy,Basking sharks off Caliso Bay short video || Drone footage || DJI Phantom 4,https://www.youtube.com/watch?v=CsF50PM3hDQ
159,PowerVision Global,SHARK ATTACKS UNDERWATER DRONE!!,https://www.youtube.com/watch?v=0uOuR3-zOyM
160,Francesco Ponticelli,"Sharks at Haulover Beach, Miami Beach [4k Miami Cinematic Drone Video] #sharks #miamibeach #haulover",https://www.youtube.com/watch?v=g0hfjDKe3tM
161,MGuilin,"Great White Sharks | Drone | Carpinteria, CA | DJI Mavic Pro",https://www.youtube.com/watch?v=H1gz-PrQpDo
162,7NEWS Australia,Dozens of hungry sharks feeding on salmon in frenzy captured via drone at Sleaford Bay | 7NEWS,https://www.youtube.com/watch?v=P5pk5TL4Qi8
163,Infinity Drones,Really big sharks - drone footage #shorts,https://www.youtube.com/shorts/KGhTaaoVljc
164,TAPP Channel,Florida Shark Migration Filmed With Drone | 4K,https://www.youtube.com/watch?v=WcqzSVOnDaE
165,Veros Films,Shark Sighting at Cape Cod! Can You Find It? Barnstable Harbor - Drone 4K ULTRA HD,https://www.youtube.com/watch?v=6dHRaB-Xhiw
166,Reuters,This drone video shows a group of sharks swimming in shallow waters of a Florida beach,https://www.youtube.com/watch?v=XJJX5HtcVKk
167,Darcizzle Offshore,Shark vs. Teenager Tug-O-War and Drone Snook Video,https://www.youtube.com/watch?v=WKLqpYqcxHk
168,fettersphotography,Destin and Pensacola Beach Florida DRONE VIEW of DOLPHINS & SHARKS at DESTIN PASS!,https://www.youtube.com/watch?v=LQ_9_heZcM8
169,New York Daily News,Drone captures hundreds of sharks off Florida coast,https://www.youtube.com/watch?v=nFcnfbKSXXM
170,Divers Ready,Sharks Check Out 4K Underwater Drone - Chasing Gladius Mini Review,https://www.youtube.com/watch?v=N40B7Iug3RM
171,WPBF 25 News,"Drone video shows sharks, large school of fish",https://www.youtube.com/watch?v=0iZDI4_RivI
172,BlacktipH,MASSIVE World Record Size Hammerhead Shark Caught Fishing with Greg Norman,https://www.youtube.com/watch?v=dhSpE_2OF40
173,Eyewitness News ABC7NY,Drone spots shark in water off Long Beach,https://www.youtube.com/watch?v=udBmgnlUjn0
174,10 Tampa Bay,Drone captures blacktip sharks swimming near Singer Island,https://www.youtube.com/watch?v=SD3cN6gBFmE
175,Euronews Next,Little Ripper drone to spot sharks and save lives in Australia,https://www.youtube.com/watch?v=Sylx-GP3AqA
176,South Fork Salt,Drone - 500 Pound Thresher Shark Caught Near Shore in NY,https://www.youtube.com/watch?v=WtsLvByMwE8
177,Nat Geo WILD,Crocodile and Sharks Eat a Whale in First-Ever Video | Nat Geo Wild,https://www.youtube.com/watch?v=V7CIE3JUxyY
178,Adam Fisk,Drone Shark Fishing,https://www.youtube.com/watch?v=YQ6k1EME5co
179,PRIME DRONES NO ATACADO,😱DRONE FLAGS THE EXACT MOMENT WHITE WHITE SHARK ATTACKS SEA TURTLE. #shorts 🦈🐢,https://www.youtube.com/shorts/9leJJCMbaI8
180,TheMalibuArtist,Best Great White Shark Drone Footage of 2021 (Narrated),https://www.youtube.com/watch?v=dQ1ZOfb8acg
181,Guardian Australia,Shark spotting: how a drone app is helping to keep Sydney's surfers safe in the water,https://www.youtube.com/watch?v=zFu-c62O3mg
182,TheMalibuArtist,Great White Sneaks Up on Family: My Drone Alerts Them of the Shark,https://www.youtube.com/watch?v=2Wm4voruMSY
183,Joey Paesano (Giuseppe),"Shark Drone Footage At Shark Bite Capital Of The World, New Smyrna Beach, FL. Shark Aerial View. NSB",https://www.youtube.com/watch?v=gzjNHBxd3aY
184,TheMalibuArtist,Great White Shark's Close Encounter with a Surfer: A Shark Hunts for Sting Rays,https://www.youtube.com/watch?v=I3_XiuSk_Lw
185,NSW Department of Primary Industries | Fisheries,"Drones detect Sharks at Lighthouse Beach, Ballina",https://www.youtube.com/watch?v=ROF6n6lmI3M
186,Voice of America,Drone Captures Moment Shark Approaches Swimmer,https://www.youtube.com/watch?v=MzqzeKFJmRM
187,WPBF 25 News,Drone captures sharks swimming close to surfers,https://www.youtube.com/watch?v=XcDlhtS01Uo
188,Hover UAV - Drone Systems Management and Consultancy,"Hover UAV -Drones detect sharks at Kiama, NSW",https://www.youtube.com/watch?v=qCluZPP6dac
189,NBC News,Some Beaches Begin To Use Drones As Shark Attacks Increase,https://www.youtube.com/watch?v=TIIeZNKA6Gk
190,Tyler Kelly,"Sharks Approach Swimmers | Outer Banks, North Carolina | 4K Drone Footage | DJI Mavic Pro",https://www.youtube.com/watch?v=FiiPW_Icdec
191,Luke Langston,SHARKS SOUTH FLORIDA | DRONE 4K,https://www.youtube.com/watch?v=i2pf_8LYkxo
192,BlacktipH,Giant Hammerhead Sharks Hunting Blacktip Sharks 2,https://www.youtube.com/watch?v=AV-ycoigXk0
193,9NEWS,Drone spots sharks under surfers,https://www.youtube.com/watch?v=LxyEYszykcs
194,Daily News Videos,"There is now drone video of it, as killer whales kill great white sharks",https://www.youtube.com/watch?v=SQOI0spAoYg
195,On Demand News,Close Call! Drone Alerts Surfer of Shark Lurking Nearby,https://www.youtube.com/watch?v=rZE8LAnKhuM
196,Beach Bomber Fishing,"Droning BIG Baits off the Surf, Avet 50W action caught HUGE SHARK",https://www.youtube.com/watch?v=TtmSFFRkmYY
197,South Fork Salt,Breaching Whale Scares Shark,https://www.youtube.com/watch?v=055WNjCKAqQ
198,South Fork Salt,"Bluefin Tuna, Sharks, Whale Terrorize Bunker",https://www.youtube.com/watch?v=YLkGStff0G0
199,South Fork Salt,Whale Surfs a Shark-Filled Wave to Feed on Fish,https://www.youtube.com/watch?v=xbpbauJgv4A
200,South Fork Salt,Dolphins Scare Shark From Dinner,https://www.youtube.com/watch?v=1-FseBKKiSw
201,South Fork Salt,Whale Breach Scares 6 Sharks,https://www.youtube.com/watch?v=k1pw1cGy2hg
202,South Fork Salt,Shark Kills Fish By Beach,https://www.youtube.com/watch?v=tZ4eMSSLUrs
203,South Fork Salt,Shark Sneaks up on Bunker,https://www.youtube.com/watch?v=9NQT75qhgbc
204,South Fork Salt,Wary Spinner Sharks Arrive in NY 7/5/22,https://www.youtube.com/watch?v=2v8dHMuWak0
205,South Fork Salt,Solo Shark in Blue Water,https://www.youtube.com/watch?v=_aSfwVe-EKo
206,South Fork Salt,Swimmer Enters Sharkville,https://www.youtube.com/watch?v=t6-TXPhgbJ8
207,South Fork Salt,Drone- Great White Sharks Attacking Bunker Near Shore in NY,https://www.youtube.com/watch?v=FKBPiD6SKR0
208,South Fork Salt,Drone- Big Thresher Shark Hunts NY Beach,https://www.youtube.com/watch?v=SXIyLnCFutk
209,South Fork Salt,Sharks Breaching on Drone in NY - How Spinner Sharks Got Their Name,https://www.youtube.com/watch?v=HLAQWO7VJ3g
